0.985186,0.514874,0.00861725,0.00492547
0.970736,0.505975,0.0171499,0.00970333
0.956643,0.496897,0.0256,0.0143357
0.942896,0.48764,0.0339696,0.0188246
0.929488,0.478201,0.0422605,0.0231721
0.916411,0.468578,0.0504747,0.0273799
0.903657,0.458771,0.0586138,0.03145
0.89122,0.448776,0.0666796,0.0353841
0.879093,0.438592,0.0746737,0.0391839
0.867269,0.428218,0.0825978,0.0428511
0.855743,0.417653,0.0904534,0.0463871
0.844509,0.406895,0.098242,0.0497936
0.833562,0.395942,0.105965,0.0530721
0.822897,0.384796,0.113624,0.0562238
0.81251,0.373453,0.12122,0.0592503
0.802395,0.361914,0.128754,0.0621529
0.79255,0.350179,0.136229,0.0649328
0.78297,0.338247,0.143644,0.0675912
0.773652,0.326119,0.151001,0.0701295
0.764591,0.313794,0.158302,0.0725487
0.755785,0.301274,0.165547,0.07485
0.747231,0.288559,0.172737,0.0770344
0.738926,0.27565,0.179874,0.0791031
0.730866,0.262549,0.186958,0.0810571
0.723051,0.249257,0.19399,0.0828973
0.715476,0.235777,0.200972,0.0846247
0.70814,0.222111,0.207904,0.0862402
0.70104,0.208261,0.214787,0.0877449
0.694175,0.194231,0.221623,0.0891395
0.687542,0.180025,0.22841,0.0904248
0.681139,0.165645,0.235151,0.0916019
0.674964,0.151097,0.241847,0.0926714
0.669016,0.136384,0.248497,0.0936341
0.663293,0.121512,0.255103,0.0944908
0.657792,0.106486,0.261665,0.0952423
0.652513,0.0913121,0.268185,0.0958893
0.647452,0.0759954,0.274661,0.0964326
0.64261,0.0605429,0.281096,0.0968727
0.637983,0.0449612,0.28749,0.0972104
0.63357,0.0292575,0.293843,0.0974464
0.629369,0.0134392,0.300156,0.0975813
0.625378,-0.00248588,0.30643,0.0976158
0.621596,-0.0185098,0.312664,0.0975504
0.61802,-0.0346242,0.31886,0.0973859
0.614649,-0.0508205,0.325017,0.0971227
0.61148,-0.0670898,0.331137,0.0967616
0.608511,-0.0834233,0.337219,0.0963031
0.60574,-0.0998116,0.343265,0.0957477
0.603164,-0.116245,0.349274,0.0950961
0.600782,-0.132715,0.355247,0.0943487
0.598591,-0.149212,0.361184,0.0935063
0.596588,-0.165725,0.367086,0.0925692
0.594771,-0.182246,0.372953,0.0915381
0.593137,-0.198764,0.378784,0.0904135
0.591683,-0.21527,0.384582,0.0891959
0.590407,-0.231755,0.390345,0.0878858
0.589304,-0.248209,0.396074,0.0864839
0.588373,-0.264623,0.40177,0.0849905
0.587611,-0.280988,0.407432,0.0834063
0.587013,-0.297295,0.413061,0.0817318
0.586577,-0.313535,0.418658,0.0799674
0.586299,-0.329699,0.424221,0.0781137
0.586176,-0.34578,0.429752,0.0761712
0.586204,-0.361769,0.435251,0.0741404
0.58638,-0.37766,0.440717,0.0720218
0.586701,-0.393444,0.446152,0.069816
0.587162,-0.409115,0.451555,0.0675235
0.58776,-0.424666,0.456926,0.0651448
0.588492,-0.440091,0.462266,0.0626804
0.589353,-0.455384,0.467575,0.0601308
0.59034,-0.470539,0.472852,0.0574965
0.591449,-0.485552,0.478098,0.0547781
0.592677,-0.500417,0.483314,0.0519761
0.594019,-0.515131,0.488498,0.0490911
0.595471,-0.529688,0.493652,0.0461235
0.597031,-0.544086,0.498776,0.0430738
0.598694,-0.558322,0.503869,0.0399427
0.600456,-0.572391,0.508932,0.0367307
0.602314,-0.586292,0.513964,0.0334382
0.604265,-0.600023,0.518966,0.0300659
0.606304,-0.61358,0.523938,0.0266143
0.608428,-0.626964,0.52888,0.023084
0.610633,-0.640172,0.533792,0.0194754
0.612916,-0.653203,0.538675,0.0157891
0.615273,-0.666057,0.543527,0.0120258
0.617701,-0.678733,0.54835,0.00818587
0.620197,-0.691231,0.553143,0.00427001
0.622757,-0.70355,0.557907,0.000278729
0.625378,-0.715692,0.562641,-0.00378739
0.626664,-0.709618,0.560288,-0.00175346
0.627302,-0.706583,0.559101,-0.000737117
0.627619,-0.705067,0.558505,-0.000229128
0.627777,-0.704308,0.558206,2.48176e-05
0.627936,-0.705066,0.558505,-0.000229384
0.628015,-0.704687,0.558355,-0.000102279
0.628055,-0.704498,0.558281,-3.87296e-05
0.628074,-0.704403,0.558243,-6.95573e-06
